request_number,response_time,response_size,language,first
500,1.7559008598327637,11381,Ruby,44
501,2.118682861328125,25118,Python,40
502,1.5515530109405518,7638,Ruby,29
503,0.7308480739593506,333,Java,1
504,1.217149019241333,4620,Java,15
505,1.3684449195861816,8299,Go,30
506,2.1923999786376953,13680,Go,48
507,1.88397216796875,7722,JavaScript,30
508,0.7639098167419434,1666,Go,6
509,2.0317556858062744,25639,Python,42
510,1.4336421489715576,9314,Kotlin,33
511,1.2705001831054688,3709,C++,14
512,0.7843749523162842,2078,Swift,8
513,1.3501739501953125,10493,Swift,42
514,1.3749008178710938,3829,Python,14
515,1.6956329345703125,26409,Python,45
516,1.252074956893921,10419,Kotlin,37
517,1.0664851665496826,225,Python,1
518,1.5775601863861084,9993,Swift,40
519,1.3720598220825195,10419,Kotlin,37
520,1.6585941314697266,8598,Ruby,33
521,0.7748069763183594,800,Ruby,3
522,1.275374174118042,8797,Kotlin,31
523,1.7837731838226318,22071,Python,29
524,2.0906782150268555,13619,Kotlin,50
525,1.7820007801055908,14633,Java,48
526,1.897249698638916,24887,Python,39
527,1.4647948741912842,10283,Swift,41
528,1.9836230278015137,7638,Ruby,29
529,2.270749092102051,26063,Python,44
530,2.1039280891418457,12750,Ruby,49
531,1.4873132705688477,11155,Swift,45
532,1.6370282173156738,11189,Java,37
533,1.3146998882293701,8850,Go,32
534,1.6769449710845947,13965,Java,45
535,1.2635269165039062,8107,Go,29
536,1.0357930660247803,3528,Ruby,14
537,1.094754695892334,4101,Java,13
538,2.5962979793548584,12750,Ruby,49
539,2.1458680629730225,11888,Go,43
540,2.470381021499634,26827,Python,47
541,1.473099708557129,6728,Swift,27
542,2.279186964035034,568,C++,2
543,2.0968759059906006,8951,Java,29
544,2.3053669929504395,10283,Swift,41
545,1.8199841976165771,5827,Java,18
546,1.4397120475769043,11888,Go,43
547,2.7816498279571533,3945,Go,15
548,2.104567050933838,9861,Go,36
549,2.0112900733947754,2847,Java,8
550,2.1209428310394287,2823,Ruby,11
551,1.7376689910888672,6473,C++,24
552,1.0179219245910645,5254,Go,20
553,0.904658317565918,232,Go,1
554,2.5387210845947266,11008,C++,39
555,2.025752067565918,14922,Java,49
556,1.865354061126709,7883,Go,28
557,2.529623031616211,7210,Ruby,28
558,1.2615058422088623,3829,Python,14
559,1.2751410007476807,9019,Kotlin,32
560,1.2661471366882324,7524,Kotlin,28
561,1.4785430431365967,10910,Swift,44
562,1.988865852355957,10724,C++,38
563,1.1664369106292725,6272,Go,23
564,1.4760899543762207,4525,JavaScript,18
565,1.3759970664978027,5354,Ruby,21
566,1.8002429008483887,12161,Go,44
567,1.555345058441162,10583,Java,35
568,1.5346198081970215,21777,Python,28
569,1.6596019268035889,7840,Ruby,30
570,0.7132740020751953,442,Swift,2
571,2.369533061981201,14085,C++,50
572,1.607823133468628,7210,Ruby,28
573,1.2659778594970703,7763,Swift,31
574,1.8846330642700195,12161,Go,44
575,1.1631219387054443,5721,Kotlin,21
576,2.3687491416931152,12348,JavaScript,46
577,0.8300790786743164,751,Python,3
578,1.224470853805542,3018,Python,11
579,1.065514087677002,4487,Go,17
580,1.5748472213745117,9183,Java,30
581,0.7551500797271729,1089,Ruby,4
582,0.7533590793609619,3490,Swift,14
583,0.6539220809936523,442,Swift,2
584,1.161407232284546,6524,Go,24
585,0.8369028568267822,3490,Swift,14
586,1.5079069137573242,3286,JavaScript,13
587,1.1675341129302979,1548,Swift,6
588,0.8609199523925781,3229,Swift,13
589,1.3247191905975342,9565,Kotlin,34
590,1.6258621215820312,3818,JavaScript,15
591,1.5299642086029053,3030,JavaScript,12
592,1.7339668273925781,9761,Java,32
593,1.579827070236206,8951,Java,29
594,0.5540370941162109,253,Swift,1
595,1.370926856994629,7539,Swift,30
596,0.707711935043335,1320,Go,5
597,1.219621181488037,7817,Kotlin,29
598,2.1914281845092773,13102,JavaScript,49
599,2.1884000301361084,12122,C++,43
600,0.8174409866333008,860,C++,3
601,1.6206870079040527,22551,Python,31
602,1.3663170337677002,6671,Java,21
603,1.0613090991973877,5298,Java,16
604,1.6428029537200928,10689,Swift,43
605,1.6301939487457275,10684,Ruby,41
606,1.2543981075286865,6869,Kotlin,25
607,1.3766021728515625,12507,Kotlin,45
608,1.4558980464935303,9861,Go,36
609,1.4666790962219238,6678,Ruby,26
610,1.1005809307098389,3945,Go,15
611,1.3712828159332275,2085,JavaScript,8
612,1.5808980464935303,11489,Swift,46
613,0.7550520896911621,1841,Swift,7
614,1.2765390872955322,9019,Kotlin,32
615,1.4778227806091309,8744,Swift,35
616,1.3801960945129395,8053,Swift,32
617,1.4294750690460205,7633,Go,27
618,0.8695492744445801,3280,Java,10
619,1.4001820087432861,4021,C++,15
620,1.6775221824645996,10464,C++,37
621,1.063209056854248,2841,Kotlin,11
622,1.4642469882965088,7618,Java,24
623,0.6741957664489746,1204,Swift,5
624,1.8759918212890625,11381,Ruby,44
625,1.061208963394165,6487,Swift,26
626,2.29282283782959,13843,C++,49
627,1.9923579692840576,6676,JavaScript,26
628,1.783501148223877,20995,Python,26
629,1.4823322296142578,7109,C++,25
630,2.1158969402313232,10713,JavaScript,40
631,1.8489549160003662,27041,Python,48
632,1.7926619052886963,11189,Java,37
633,1.4630811214447021,8273,Swift,33
634,0.862699031829834,3005,Swift,12
635,0.9533970355987549,5609,Swift,22
636,1.3713362216949463,4386,Python,16
637,1.2678892612457275,1076,JavaScript,4
638,1.440392017364502,3030,JavaScript,12
639,2.222930908203125,11823,JavaScript,44
640,2.3855350017547607,12215,Ruby,47
641,0.8647921085357666,2622,Kotlin,10
642,1.6867899894714355,5726,JavaScript,22
643,1.8823630809783936,9437,C++,33
644,2.269987106323242,11381,Ruby,44
645,1.8519511222839355,24308,Python,37
646,0.9285378456115723,4968,Swift,20
647,1.6615617275238037,5660,Ruby,22
648,1.2796380519866943,8107,Go,29
649,1.058117151260376,1018,Go,4
650,1.6706411838531494,6135,Java,19
651,0.752993106842041,1018,Go,4
652,1.2694048881530762,2584,JavaScript,10
653,1.5792639255523682,8912,C++,31
654,1.1468229293823242,301,JavaScript,1
655,1.384166955947876,3184,C++,12
656,1.8147540092468262,4983,JavaScript,20
657,1.1391260623931885,6663,Kotlin,24
658,1.5715489387512207,10901,Java,36
659,1.6767950057983398,12920,Kotlin,47
660,1.478827953338623,11361,Kotlin,41
661,1.4722819328308105,20674,Python,25
662,1.9862148761749268,12372,C++,44
663,2.1882870197296143,10226,C++,36
664,1.0605719089508057,1865,Python,7
665,0.8624382019042969,333,Java,1
666,1.5052769184112549,7360,C++,26
667,2.2717249393463135,9611,Go,35
668,1.2455897331237793,8797,Kotlin,31
669,1.5975720882415771,10240,Java,34
670,1.9239470958709717,7980,JavaScript,31
671,0.9255211353302002,3665,Kotlin,14
672,1.4710619449615479,11489,Swift,46
673,0.6597847938537598,527,Ruby,2
674,1.370940923690796,3528,Ruby,14
675,2.1690709590911865,12528,Ruby,48
676,2.015944242477417,14431,Java,47
677,0.9095151424407959,2331,Java,6
678,1.9315588474273682,12161,Go,44
679,1.884855031967163,22251,Python,30
680,2.0870859622955322,12348,JavaScript,46
681,1.4960031509399414,7618,Java,24
682,0.9783830642700195,3042,Java,9
683,0.9236547946929932,1089,Ruby,4
684,0.960411787033081,2727,Go,10
685,1.5787808895111084,4525,JavaScript,18
686,1.8846838474273682,10583,Java,35
687,1.7827098369598389,6676,JavaScript,26
688,1.1699697971343994,7817,Kotlin,29
689,1.071470022201538,751,Python,3
690,1.3718230724334717,9520,Swift,38
691,0.8327181339263916,938,Swift,4
692,1.603121042251587,22551,Python,31
693,0.8606569766998291,768,Java,2
694,1.4446537494659424,7153,Go,26
695,1.2935791015625,5909,C++,22
696,1.679948091506958,23588,Python,35
697,2.29154109954834,25383,Python,41
698,2.398893117904663,25639,Python,42
699,1.474391222000122,5935,JavaScript,23
700,1.5743560791015625,6678,Ruby,26
701,1.58256196975708,9882,Kotlin,35
702,0.9587228298187256,751,Python,3
703,0.9682271480560303,3280,Java,10
704,1.9905521869659424,7980,JavaScript,31
705,1.4753012657165527,3818,JavaScript,15
706,1.3739118576049805,6157,C++,23
707,1.6843719482421875,9390,Java,31
708,1.313420057296753,8053,Swift,32
709,1.841855764389038,12161,Go,44
710,0.8605210781097412,2152,Ruby,8
711,1.78289794921875,9604,Ruby,37
712,0.9484841823577881,2480,Python,9
713,1.1807680130004883,4021,Ruby,16
714,0.9601328372955322,3105,Kotlin,12
715,1.3058571815490723,4021,Ruby,16
716,1.2473812103271484,7883,Go,28
717,0.8563852310180664,1204,Swift,5
718,0.6600887775421143,1089,Ruby,4
719,1.4518787860870361,22251,Python,30
720,1.3959360122680664,12920,Kotlin,47
721,1.5476799011230469,5909,C++,22
722,1.6169030666351318,9761,Java,32
723,1.273164987564087,6998,Swift,28
724,1.574833869934082,21232,Python,27
725,1.4770870208740234,9882,Kotlin,35
726,0.6522731781005859,510,Kotlin,2
727,2.1915032863616943,13102,JavaScript,49
728,1.06439208984375,1667,C++,6
729,1.2076590061187744,7817,Kotlin,29
730,1.3380470275878906,7817,Kotlin,29
731,1.676210880279541,19496,Python,22
732,0.8651168346405029,2370,Kotlin,9
733,1.5670132637023926,9987,Java,33
734,2.3947699069976807,11823,JavaScript,44
735,0.8602240085601807,2078,Swift,8
736,1.7879269123077393,4983,JavaScript,20
737,1.3680291175842285,4886,Python,18
738,1.3788549900054932,8850,Go,32
739,1.2647197246551514,6427,Ruby,25
740,1.1222472190856934,1667,C++,6
741,1.7226402759552002,13893,Go,49
742,2.01786208152771,11104,Ruby,43
743,0.6938011646270752,2799,Swift,11
744,0.5990138053894043,527,Ruby,2
745,1.0163509845733643,3042,Java,9
746,2.949310302734375,13619,Kotlin,50
747,1.7675318717956543,12664,Java,42
748,1.9863722324371338,12867,C++,46
749,1.5725171566009521,10901,Java,36
750,2.033184051513672,10868,Ruby,42
751,1.121837854385376,7524,Kotlin,28
752,1.8871128559112549,10160,Ruby,39
753,1.7845351696014404,4747,JavaScript,19
754,1.9866809844970703,9471,JavaScript,35
755,2.1921908855438232,10134,Go,37
756,1.3725001811981201,19734,Python,23
757,1.8203089237213135,9314,Kotlin,33
758,0.9213740825653076,4968,Swift,20
759,1.4702372550964355,8744,Swift,35
760,0.8637588024139404,1665,Java,4
761,2.769313097000122,12372,C++,44
762,2.0222878456115723,25383,Python,41
763,0.9616711139678955,2666,Java,7
764,1.6830799579620361,10134,Go,37
765,1.06312894821167,2622,Kotlin,10
766,2.296207904815674,25383,Python,41
767,1.6791329383850098,8125,Java,26
768,0.6547598838806152,442,Swift,2
769,1.8422608375549316,11189,Java,37
770,1.2444522380828857,7153,Go,26
771,2.5704545974731445,10097,JavaScript,38
772,2.110103130340576,13151,Kotlin,48
773,1.3199429512023926,11361,Kotlin,41
774,1.409712314605713,6947,Java,22
775,0.9650712013244629,3709,Swift,15
776,1.3746240139007568,5543,C++,21
777,1.4734210968017578,4482,Ruby,18
778,1.067507028579712,1307,JavaScript,5
779,0.8851470947265625,2823,Ruby,11
780,1.0477972030639648,5007,Go,19
781,1.671194076538086,14633,Java,48
782,1.5518038272857666,5543,C++,21
783,2.4290931224823,27041,Python,48
784,1.5828220844268799,8397,Java,27
785,1.3774149417877197,8598,Ruby,33
786,1.2585949897766113,2085,JavaScript,8
787,3.8327040672302246,10226,C++,36
788,2.0852181911468506,8050,Ruby,31
789,1.418015956878662,6135,Java,19
790,2.5260279178619385,12716,Kotlin,46
791,1.2135848999023438,3030,JavaScript,12
792,1.1339149475097656,8512,Kotlin,30
793,2.389742136001587,19734,Python,23
794,2.992485284805298,12605,C++,45
795,2.4075369834899902,9198,JavaScript,34
796,2.6384499073028564,26827,Python,47
797,1.7804350852966309,11513,Go,42
798,1.4595119953155518,7618,Java,24
799,2.0068819522857666,14431,Java,47
800,1.887049913406372,7722,JavaScript,30
801,1.270359992980957,7883,Go,28
802,1.6877398490905762,8050,Ruby,31
803,1.0583598613739014,2752,Python,10
804,1.5785140991210938,8240,C++,29
805,0.753298282623291,1204,Swift,5
806,0.8614933490753174,2557,Swift,10
807,1.169558048248291,301,JavaScript,1
808,1.4892408847808838,10910,Swift,44
809,1.2264928817749023,7337,Java,23
810,1.4021110534667969,6953,Ruby,27
811,0.5057201385498047,442,Swift,2
812,1.7829220294952393,14922,Java,49
813,2.037076950073242,5354,Ruby,21
814,3.338886022567749,27370,Python,49
815,1.912998914718628,9670,JavaScript,36
816,1.4960839748382568,4620,Java,15
817,3.0460007190704346,3829,Python,14
818,2.156953811645508,9211,Swift,37
819,3.0379436016082764,4293,JavaScript,17
820,3.0205812454223633,14633,Java,48
821,2.0656867027282715,5620,Go,21
822,1.6691620349884033,20379,Python,24
823,3.5779688358306885,22551,Python,31
824,0.9558300971984863,3665,Kotlin,14
825,2.2731289863586426,1362,Ruby,5
826,0.9409980773925781,3547,Java,11
827,1.835876226425171,4293,JavaScript,17
828,1.4006006717681885,9211,Swift,37
829,2.862859010696411,11189,Java,37
830,1.3875041007995605,2177,Python,8
831,2.0919110774993896,1204,Kotlin,5
832,1.5816829204559326,13619,Kotlin,50
833,1.9818661212921143,8397,Java,27
834,2.6871020793914795,9987,Java,33
835,1.923501968383789,3547,Java,11
836,1.438826084136963,938,Swift,4
837,1.3495779037475586,2331,Java,6
838,1.1302719116210938,4101,Java,13
839,2.0763490200042725,11765,Java,39
840,2.062302827835083,12252,Java,41
841,1.735996961593628,11492,C++,41
842,2.458306074142456,11902,Ruby,46
843,3.4501538276672363,11381,Ruby,44
844,1.3088607788085938,7618,Java,24
845,1.782106876373291,7960,C++,28
846,0.7694230079650879,1548,Swift,6
847,1.3161909580230713,8397,Java,27
848,1.6309990882873535,24121,Python,36
849,2.296800136566162,11524,JavaScript,43
850,1.782397985458374,4983,JavaScript,20
851,0.8656110763549805,1018,Go,4
852,0.7852511405944824,684,Swift,3
853,1.4445991516113281,7883,Go,28
854,0.5947530269622803,253,Swift,1
855,1.9765098094940186,11381,Ruby,44
856,1.7888431549072266,9198,JavaScript,34
857,1.7380740642547607,13893,Go,49
858,2.0516059398651123,7722,JavaScript,30
859,0.5990707874298096,1548,Swift,6
860,1.3772470951080322,9993,Swift,40
861,1.87917160987854,10724,C++,38
862,0.9524831771850586,1001,Java,3
863,1.5918760299682617,5007,Go,19
864,0.8098433017730713,1459,Kotlin,6
865,1.0150821208953857,5721,Kotlin,21
866,0.753018856048584,1706,Kotlin,7
867,1.5759079456329346,12252,Java,41
868,2.1906092166900635,13198,C++,47
869,1.8874828815460205,24308,Python,37
870,0.7877471446990967,1841,Swift,7
871,1.6785271167755127,10689,Swift,43
872,1.449638843536377,8903,Ruby,34
873,1.166430950164795,5721,Kotlin,21
874,1.8817362785339355,13270,Java,43
875,1.5248782634735107,1833,JavaScript,7
876,1.7321128845214844,10160,Ruby,39
877,1.983896017074585,14085,C++,50
878,0.9734091758728027,3547,Java,11
879,0.5440492630004883,246,Ruby,1
880,1.49088716506958,8299,Go,30
881,1.4613146781921387,4999,C++,19
882,1.1658220291137695,5254,Go,20
883,0.8872439861297607,5049,Kotlin,18
884,1.595505952835083,8397,Java,27
885,1.6338698863983154,9396,Go,34
886,1.5790748596191406,9987,Java,33
887,1.8846709728240967,10226,C++,36
888,1.676435947418213,5897,Go,22
889,1.0618200302124023,3042,Java,9
890,1.4871490001678467,4265,Swift,17
891,1.664823055267334,12507,Kotlin,45
892,1.3778769969940186,4968,Swift,20
893,1.45827317237854,8797,Kotlin,31
894,1.604701280593872,10583,Java,35
895,1.2741599082946777,13151,Kotlin,48
896,1.0645718574523926,3861,Kotlin,15
897,1.7863481044769287,9761,Java,32
898,1.0656719207763672,3547,Java,11
899,1.0628371238708496,2637,Ruby,10
900,1.0165801048278809,1427,C++,5
901,2.448599100112915,11902,Ruby,46
902,1.986711025238037,25639,Python,42
903,0.6531188488006592,456,Go,2
904,1.843393087387085,8903,Ruby,34
905,1.515030860900879,8050,Ruby,31
906,1.2654588222503662,6487,Swift,26
907,1.062520980834961,4101,Java,13
908,1.6590471267700195,11008,C++,39
909,0.8857650756835938,4345,Kotlin,17
910,1.4695420265197754,7109,C++,25
911,0.7222979068756104,3229,Swift,13
912,1.350916862487793,11556,Kotlin,42
913,2.122943162918091,10333,JavaScript,39
914,1.6028218269348145,8570,C++,30
915,1.6023139953613281,9861,Go,36
916,1.7498629093170166,14203,Java,46
917,1.3689661026000977,7879,Java,25
918,1.7791690826416016,22551,Python,31
919,0.9567239284515381,3006,Ruby,12
920,1.1721510887145996,9019,Kotlin,32
921,1.403860092163086,7883,Go,28
922,1.2325189113616943,6524,Go,24
923,1.9854130744934082,14922,Java,49
924,1.8861491680145264,10724,C++,38
925,2.5281689167022705,11991,Swift,48
926,1.245039701461792,3018,Python,11
927,1.20219087600708,10122,Kotlin,36
928,1.6426780223846436,12445,Swift,50
929,1.1282219886779785,6487,Swift,26
930,1.0090229511260986,4021,Ruby,16
931,1.494955062866211,19734,Python,23
932,1.563215970993042,10689,Swift,43
933,1.4640593528747559,4293,JavaScript,17
934,1.916198968887329,7360,C++,26
935,1.0900330543518066,5721,Kotlin,21
936,1.0212969779968262,585,JavaScript,2
937,1.0629980564117432,4783,Go,18
938,1.6791977882385254,10749,Go,39
939,1.3671798706054688,6728,Swift,27
940,1.9852268695831299,10465,Go,38
941,0.8594651222229004,1841,Swift,7
942,1.1012589931488037,9019,Kotlin,32
943,1.6095128059387207,19734,Python,23
944,1.4683570861816406,10283,Swift,41
945,1.518779993057251,9183,Java,30
946,1.1630840301513672,6433,Java,20
947,1.165755033493042,970,Python,4
948,0.5525932312011719,527,Ruby,2
949,2.7031917572021484,10226,C++,36
950,4.361311912536621,7633,Go,27
951,1.4513862133026123,9183,Java,30
952,0.9585001468658447,3468,Go,13
953,1.2718620300292969,4244,Ruby,17
954,1.9853098392486572,13462,C++,48
955,0.9695301055908203,1076,JavaScript,4
956,2.3840341567993164,8570,C++,30
957,1.5400593280792236,9920,Ruby,38
958,1.3087637424468994,4691,Python,17
959,1.3647780418395996,7817,Kotlin,29
960,1.490753173828125,9390,Java,31
961,1.9703140258789062,8899,JavaScript,33
962,1.4792850017547607,7960,C++,28
963,0.9626350402832031,2637,Ruby,10
964,1.3731310367584229,8512,Kotlin,30
965,1.0657711029052734,3547,Java,11
966,1.1682989597320557,5254,Go,20
967,0.8338949680328369,2137,Kotlin,8
968,2.1317062377929688,12750,Ruby,49
969,0.7496001720428467,1204,Swift,5
970,1.7793240547180176,6676,JavaScript,26
971,1.2671680450439453,6663,Kotlin,24
972,1.780864953994751,11744,Swift,47
973,1.2757458686828613,5620,Go,21
974,0.7598438262939453,1362,Ruby,5
975,1.3195700645446777,6427,Ruby,25
976,1.0096960067749023,1427,C++,5
977,1.678483009338379,9761,Java,32
978,0.9453749656677246,5220,Swift,21
979,1.639817237854004,9759,Swift,39
980,1.8307459354400635,13680,Go,48
981,3.2690589427948,11104,Ruby,43
982,3.014054298400879,2798,JavaScript,11
983,1.764007329940796,6998,Swift,28
984,1.8598999977111816,9843,JavaScript,37
985,1.1803717613220215,1018,Go,4
986,2.07420015335083,11868,Kotlin,43
987,1.3498680591583252,8512,Kotlin,30
988,2.01080584526062,3829,Python,14
989,2.4790499210357666,24627,Python,38
990,2.1710729598999023,11012,Go,40
991,1.575129747390747,291,C++,1
992,2.9855268001556396,11008,C++,39
993,1.2464299201965332,4808,C++,18
994,3.221982955932617,10684,Ruby,41
995,2.065810203552246,19496,Python,22
996,1.6282470226287842,5298,Java,16
997,1.6492140293121338,1362,Ruby,5
998,0.6279709339141846,246,Ruby,1
999,1.706143856048584,1667,C++,6
1000,2.192735195159912,4968,Swift,20
